emp_no,first_name,last_name,to_date,count
105681,Pranav,Mikschl,9999-01-01,2
105682,Kerhong,Juneja,9999-01-01,2
105705,Ghassan,Mellouli,9999-01-01,2
105716,Ipke,Milicia,9999-01-01,2
105722,Maik,Riefers,9999-01-01,1
105726,Jagoda,Randt,9999-01-01,2
105738,Qiwen,Jenevein,9999-01-01,1
105739,Zine,Journel,9999-01-01,1
105766,Boutros,Callaway,9999-01-01,2
105776,Lokesh,Chinen,9999-01-01,2
105781,Billur,Rousseau,9999-01-01,2
105786,Ymte,Goodrum,9999-01-01,3
105789,Qingxiang,Fordan,9999-01-01,2
105800,Golgen,Baig,9999-01-01,2
105809,Remko,Frolund,9999-01-01,1
105810,Subhankar,Shihab,9999-01-01,2
105817,Mihalis,Junot,9999-01-01,1
105839,Ziyad,Rosca,9999-01-01,2
105852,Filipe,Beetstra,9999-01-01,2
105860,Heeju,Juneja,9999-01-01,1
105876,Eldridge,Junet,9999-01-01,1
105878,Dhritiman,Malabarba,9999-01-01,2
105884,Arvind,Esposito,9999-01-01,2
105886,Stafford,Mitchem,9999-01-01,2
105889,Constantino,Blokdijk,9999-01-01,2
105910,Guozhong,Zaccaria,9999-01-01,2
105915,Marsal,Pearson,9999-01-01,2
105921,Willard,Gubsky,9999-01-01,2
105926,Shahid,Mansanne,9999-01-01,2
105934,Gor,Langford,9999-01-01,2
105935,Danai,Koshiba,9999-01-01,2
105965,Djelloul,Kolvik,9999-01-01,1
105981,Bedir,Tyugu,9999-01-01,2
105987,Vojin,Geffroy,9999-01-01,1
105991,Ronnie,Raczkowsky,9999-01-01,2
105998,Herb,Sanella,9999-01-01,2
106003,Przemyslawa,Kemmerer,9999-01-01,1
106007,Trygve,Ligten,9999-01-01,1
106011,Youpyo,Takanami,9999-01-01,2
106031,Hein,Peron,9999-01-01,2
106040,Atreye,Terekhov,9999-01-01,2
106042,Jiann,Calkin,9999-01-01,1
106048,Urs,Schlumberger,9999-01-01,2
106049,Tran,Zhang,9999-01-01,2
106063,Florian,Baaz,9999-01-01,2
106083,Jacopo,Panangaden,9999-01-01,1
106091,Mark,Nittel,9999-01-01,2
106095,Zengping,Staelin,9999-01-01,2
106107,Hidde,Undy,9999-01-01,2
106113,Shigenori,Gill,9999-01-01,3
106121,Moni,Tiemann,9999-01-01,1
106132,Yinlin,Schapiro,9999-01-01,2
106133,Guadalupe,Heijenga,9999-01-01,2
106161,Rafael,Baba,9999-01-01,1
106163,Moto,Marwedel,9999-01-01,2
106166,Sahrah,Lukaszewicz,9999-01-01,1
106177,Zongyan,DuCasse,9999-01-01,1
106186,Gonzalo,Sewelson,9999-01-01,2
106187,Kazuyasu,Rassart,9999-01-01,1
106190,Rosalyn,Kobuchi,9999-01-01,1
106192,Alejandra,Calkin,9999-01-01,1
106197,Geraldo,Ciolek,9999-01-01,1
106198,Ayakannu,Uhrig,9999-01-01,2
106206,Behnaam,Schlenzig,9999-01-01,3
106212,Kristof,Pluym,9999-01-01,2
106214,Valdiodio,Demir,9999-01-01,2
106222,Shim,Uludag,9999-01-01,2
106240,Shen,Ramras,9999-01-01,2
106254,Gian,Lowrie,9999-01-01,2
106255,Luigi,Furedi,9999-01-01,2
106256,Yakichi,Michaeli,9999-01-01,2
106278,Chanjung,Nooteboom,9999-01-01,2
106293,Froduald,Schicker,9999-01-01,2
106307,Gil,Lunn,9999-01-01,1
106317,Lein,Busillo,9999-01-01,1
106319,Jayson,Azulay,9999-01-01,2
106320,Lein,Gils,9999-01-01,2
106331,Fumiko,Lorch,9999-01-01,2
106340,Giordano,Plotkin,9999-01-01,1
106346,Perry,Cronan,9999-01-01,1
106355,Lena,Schmiedel,9999-01-01,1
106364,Bowen,Muhlberg,9999-01-01,2
106383,Yechezkel,Denny,9999-01-01,1
106411,Anyuan,Marletta,9999-01-01,1
106417,Kwun,Clouatre,9999-01-01,2
106425,Beshir,Rohrbach,9999-01-01,2
106435,Collette,Christ,9999-01-01,2
106441,Erzsebet,Narahari,9999-01-01,2
106442,Mihalis,Yeung,9999-01-01,2
106447,Tadanori,Herber,9999-01-01,2
106451,Jiong,Tibblin,9999-01-01,2
106457,Toshimitsu,Frezza,9999-01-01,1
106462,Chanjung,Decaestecker,9999-01-01,1
106463,Janalee,Poulakidas,9999-01-01,2
106465,Nidapan,Guting,9999-01-01,2
106466,Wayne,Anick,9999-01-01,2
106482,Alselm,Selenyi,9999-01-01,2
106487,Khalil,Ramsey,9999-01-01,1
106504,Tremaine,Panangaden,9999-01-01,1
106531,Shuky,Eiron,9999-01-01,2
106536,Ramachenga,Koblick,9999-01-01,1
106547,Quingbo,dAstous,9999-01-01,1
106548,Nechama,Masada,9999-01-01,1
106552,Abdulla,Schaap,9999-01-01,2
106555,Rosalyn,Gaughan,9999-01-01,1
106558,Otilia,Brobst,9999-01-01,2
106560,Tsuneo,Baar,9999-01-01,1
106567,Weiye,Chepyzhov,9999-01-01,2
106582,Yinlin,Coney,9999-01-01,3
106584,Petter,Heydon,9999-01-01,2
106587,Heekeun,Ranka,9999-01-01,1
106589,Krister,Weedman,9999-01-01,2
106592,Dipayan,Schade,9999-01-01,2
106606,Yuuichi,Wynblatt,9999-01-01,2
106611,Shir,Vecchi,9999-01-01,2
106616,Luigi,Braunschweig,9999-01-01,1
106630,Vojin,Maliniak,9999-01-01,1
106633,Jinxi,Kugler,9999-01-01,2
106634,Ingmar,Rettelbach,9999-01-01,2
106645,Mechthild,Murtagh,9999-01-01,3
106648,Khue,Masamoto,9999-01-01,2
106667,Stabislas,Anick,9999-01-01,2
106670,Uli,Provine,9999-01-01,1
106678,Vishwani,Oppitz,9999-01-01,2
106679,Mahmut,Tasistro,9999-01-01,2
106684,Tayeb,Unno,9999-01-01,2
106690,Shushma,Heyers,9999-01-01,1
106703,Gennady,Kuzuoka,9999-01-01,2
106721,Shigehiro,Furedi,9999-01-01,1
106736,Marla,Raczkowsky,9999-01-01,2
106737,Shigeu,Rosay,9999-01-01,1
106743,Alselm,Erez,9999-01-01,1
106756,Arup,Suessmith,9999-01-01,1
106764,Bedrich,Bernardinello,9999-01-01,2
106773,Tokuyasu,Simmel,9999-01-01,2
106795,Arlette,Binding,9999-01-01,2
106797,Aran,Raoux,9999-01-01,2
106798,Phillip,Dratva,9999-01-01,1
106819,Takahira,Coombs,9999-01-01,2
106836,Yurii,Ghemri,9999-01-01,1
106838,Hatem,Luke,9999-01-01,1
106843,Mansur,Miara,9999-01-01,2
106845,Urs,Niizuma,9999-01-01,1
106868,Roselyn,Tagansky,9999-01-01,1
106869,Claudi,Mullainathan,9999-01-01,2
106877,Temple,Hemaspaandra,9999-01-01,2
106897,Susanna,Chaudhury,9999-01-01,2
106914,Ayakannu,Zuberek,9999-01-01,2
106928,Hongzhu,Merks,9999-01-01,2
106933,Moni,Rahimi,9999-01-01,2
106935,Kazuhiko,Farrow,9999-01-01,1
106942,Eckart,Klassen,9999-01-01,2
106943,Fai,Pintelas,9999-01-01,2
106946,Oksana,Luiz,9999-01-01,2
106953,Navid,Riesenhuber,9999-01-01,1
106981,Maren,Vilarrasa,9999-01-01,3
106985,Adhemar,Pfau,9999-01-01,2
106987,Naftali,Gist,9999-01-01,2
106994,Becky,Penttonen,9999-01-01,3
107000,Bowen,Uchoa,9999-01-01,1
107018,Temple,Braunmuhl,9999-01-01,1
107019,Noritoshi,Majewski,9999-01-01,2
107025,Geoff,Sidje,9999-01-01,2
107032,Navid,Schlenzig,9999-01-01,2
107053,Chinho,Macedo,9999-01-01,1
107077,Faiza,Dichev,9999-01-01,2
107090,Stein,Ferretti,9999-01-01,2
107101,Moni,Crabtree,9999-01-01,2
107103,Ranga,Schapire,9999-01-01,1
107110,Wonhee,Lodder,9999-01-01,1
107113,Sushant,VanScheik,9999-01-01,2
107118,Jordanka,Skogmar,9999-01-01,2
107119,Brewster,Ouhyoung,9999-01-01,1
107131,Lijie,Streng,9999-01-01,1
107134,Oscar,Rosti,9999-01-01,2
107145,Munehiko,Zielinski,9999-01-01,2
107160,Wayne,Christianini,9999-01-01,2
107173,Kellie,Luga,9999-01-01,2
107205,Kasturi,Granlund,9999-01-01,1
107209,Leszek,Zaiane,9999-01-01,2
107245,Horward,Docker,9999-01-01,2
107246,Eran,Naudin,9999-01-01,2
107254,Dmitry,Simmen,9999-01-01,1
107258,Parviz,Zaumen,9999-01-01,1
107262,Feiyu,Butterworth,9999-01-01,2
107264,Josyula,Chinin,9999-01-01,2
107276,Maja,Badache,9999-01-01,2
107285,Valeri,Alameldin,9999-01-01,2
107290,Reinhard,Jakobus,9999-01-01,2
107292,Lokesh,Weiland,9999-01-01,2
107293,Haldon,Ballarin,9999-01-01,1
107307,Eberhardt,Boyle,9999-01-01,2
107320,Giordano,Chepyzhov,9999-01-01,2
107329,Shigenori,Kavvadias,9999-01-01,2
107330,Navid,Bednarek,9999-01-01,1
107332,Dmitry,Emmart,9999-01-01,1
107340,JiYoung,Peroz,9999-01-01,2
107341,Felicidad,Garnick,9999-01-01,2
107346,Arto,Kobuchi,9999-01-01,2
107359,Xiong,Lamma,9999-01-01,2
107380,Matt,Demos,9999-01-01,2
107383,Heon,Pargas,9999-01-01,2
107386,Nimmagadda,Uhrig,9999-01-01,1
107391,Jaideep,Steinauer,9999-01-01,2
107392,Chinho,Panangaden,9999-01-01,2
107406,Chanjung,Bernick,9999-01-01,1
107409,Junichi,Oskamp,9999-01-01,2
107413,Val,Markovitch,9999-01-01,1
107425,Khaled,Bojadziev,9999-01-01,3
107440,Shimshon,Dulli,9999-01-01,1
107452,Shridhar,Bharadwaj,9999-01-01,1
107458,Zengping,Taneja,9999-01-01,2
107466,Goo,Champarnaud,9999-01-01,1
107474,Taiji,Goodrum,9999-01-01,2
107488,Moto,Swiler,9999-01-01,1
107491,Paris,Dichev,9999-01-01,2
107500,Karoline,Masada,9999-01-01,2
107504,Shao,Hoppenstand,9999-01-01,2
107506,Kenroku,Guting,9999-01-01,1
107508,Rajmohan,Mapelli,9999-01-01,2
107517,Haldon,Nannarelli,9999-01-01,1
107531,Marie,Kugler,9999-01-01,2
107540,Jaques,Soloway,9999-01-01,1
107550,Aris,DasSarma,9999-01-01,2
107553,Janche,Nittel,9999-01-01,1
107554,Zvonko,Conry,9999-01-01,2
107570,Zine,Lueh,9999-01-01,2
107593,Freyja,Schwaller,9999-01-01,2
107597,Vasilis,Schaft,9999-01-01,1
107620,Gift,Katiyar,9999-01-01,2
107623,Yagil,Kilgour,9999-01-01,2
107625,Quingbo,Schwabacher,9999-01-01,1
107669,Shirish,Kermarrec,9999-01-01,1
107674,Xuejia,Saoudi,9999-01-01,1
107682,Georgi,Leonhardt,9999-01-01,2
107684,Uma,Chandrasekhar,9999-01-01,1
107693,Kenton,Bharadwaj,9999-01-01,1
107695,Babette,Cmelik,9999-01-01,2
107712,Sumant,Birjandi,9999-01-01,2
107718,Ibibia,Dehkordi,9999-01-01,1
107732,Nigel,Encarnacion,9999-01-01,2
107744,Arno,Karner,9999-01-01,2
107746,Kish,Barbanera,9999-01-01,1
107747,Cathie,Erman,9999-01-01,1
107748,Serap,Picht,9999-01-01,2
107759,Golgen,Coorg,9999-01-01,2
107764,Moie,Mersereau,9999-01-01,1
107780,Masasuke,Gewali,9999-01-01,2
107782,Gadiel,Rajala,9999-01-01,2
107797,Wayne,Strandh,9999-01-01,2
107800,Goncalo,Stenning,9999-01-01,3
107807,Narain,Granlund,9999-01-01,1
107809,Mihalis,Facello,9999-01-01,2
107810,Richara,Trogemann,9999-01-01,2
107816,Xinyu,Validov,9999-01-01,1
107822,Hatem,Kroll,9999-01-01,1
107823,Nimmagadda,Bail,9999-01-01,1
107825,Shounak,Hemaspaandra,9999-01-01,3
107840,Krister,Hettesheimer,9999-01-01,2
107892,Aral,Ambroszkiewicz,9999-01-01,2
107895,Toshimitsu,Pappas,9999-01-01,2
107901,Munir,Honiden,9999-01-01,2
107924,Achilleas,Georgakopoulos,9999-01-01,1
107935,Odysseas,Walstra,9999-01-01,2
107937,Apostol,Marzano,9999-01-01,2
107950,Kagan,Birke,9999-01-01,2
107955,Kauko,Zhang,9999-01-01,2
107959,Kenton,Sankaranarayanan,9999-01-01,2
107982,Tsuneo,Underwood,9999-01-01,2
107985,Hausi,Cools,9999-01-01,1
107990,Christoper,Puppo,9999-01-01,2
107996,Licheng,Nitta,9999-01-01,1
107997,Masoud,Perfilyeva,9999-01-01,2
108018,Subhankar,Halevi,9999-01-01,2
108020,Marin,Norsworthy,9999-01-01,1
108028,Przemyslawa,Hagimont,9999-01-01,2
108048,Zhenhua,Dredge,9999-01-01,1
108050,Hairong,Sommer,9999-01-01,2
108053,Abdelghani,Nilsson,9999-01-01,2
108064,Shimshon,Otillio,9999-01-01,2
108070,Khoa,Bennis,9999-01-01,2
108078,Horward,Demian,9999-01-01,1
108081,Lucien,Dulli,9999-01-01,2
108092,Uzi,Edelhoff,9999-01-01,2
108096,Arun,Bazzichi,9999-01-01,1
108109,Alassane,Holburn,9999-01-01,2
108114,Leon,Kobara,9999-01-01,2
108119,Qingxiang,Melton,9999-01-01,1
108122,Moti,Terkki,9999-01-01,1
108126,Izaskun,Shackell,9999-01-01,2
108137,Panayotis,Ermel,9999-01-01,1
108138,Berto,Middleton,9999-01-01,1
108148,Szabolcs,Tyugu,9999-01-01,1
108150,Shrikanth,Peternell,9999-01-01,2
108153,Lene,Puppo,9999-01-01,1
108176,Aksel,Piazza,9999-01-01,2
108179,Constantijn,Crelier,9999-01-01,2
108181,Ulises,Passino,9999-01-01,2
108184,Kien,Merks,9999-01-01,2
108212,Masali,Versino,9999-01-01,2
108217,Mohan,Munoz,9999-01-01,1
108218,Akeel,Piveteau,9999-01-01,2
108223,Henk,Cangellaris,9999-01-01,1
108244,Torsten,Savasere,9999-01-01,2
108246,Lijie,Spinelli,9999-01-01,2
108251,Adhemar,Muhling,9999-01-01,1
108262,Yannis,Alpay,9999-01-01,2
108279,Kellie,Chepyzhov,9999-01-01,1
108300,Arlette,Gyimothy,9999-01-01,2
108307,Diederik,Suermann,9999-01-01,2
108325,Sudharsan,Puppo,9999-01-01,2
108332,Genevieve,Swick,9999-01-01,1
108338,Sadok,Schauser,9999-01-01,1
108363,Aloke,Luef,9999-01-01,1
108364,Jiafu,Chelton,9999-01-01,1
108367,Rimon,Rouquie,9999-01-01,2
108375,Greger,Ananiadou,9999-01-01,2
108391,Naftali,Pocchiola,9999-01-01,1
108410,Sanjai,Smailagic,9999-01-01,2
108420,Baruch,Pietrzykowski,9999-01-01,2
108433,Henk,Schaad,9999-01-01,2
108440,Xiaoqiang,Conta,9999-01-01,2
108453,Ipke,Chappelet,9999-01-01,2
108461,Aral,Sury,9999-01-01,2
108474,Stella,Schaft,9999-01-01,2
108503,Krisda,Badr,9999-01-01,1
108505,Arvin,Iwayama,9999-01-01,1
108507,Marsja,Lund,9999-01-01,1
108524,Radhia,Chinal,9999-01-01,1
108536,Fumino,Baba,9999-01-01,2
108541,Jordanka,Mapelli,9999-01-01,2
108548,Sajjad,Aingworth,9999-01-01,2
108561,Kasturi,Luft,9999-01-01,2
108588,Shahaf,Coney,9999-01-01,2
108597,Kazuhira,Einsfeld,9999-01-01,2
108612,Ung,Joslin,9999-01-01,2
108616,Fan,Feldmann,9999-01-01,2
108624,Collette,Castellani,9999-01-01,2
108627,Kenroku,Harbusch,9999-01-01,2
108641,Atreye,Schueller,9999-01-01,1
108668,Maia,Staelin,9999-01-01,1
108669,Jeanne,Garnham,9999-01-01,1
108676,Alassane,Angot,9999-01-01,2
108686,Chenxi,Gadepally,9999-01-01,2
108700,Sarita,Stanfel,9999-01-01,1
108713,Yinghua,Heering,9999-01-01,2
108717,Heng,Kitsuregawa,9999-01-01,2
108729,Jiang,Vesel,9999-01-01,2
108740,Eishiro,Szemeredi,9999-01-01,2
108761,Nahid,Mandell,9999-01-01,1
108763,Sadegh,Cooke,9999-01-01,1
108765,Nidapan,Fadgyas,9999-01-01,2
108770,Ugo,Onuegbe,9999-01-01,2
108794,Basil,Bamford,9999-01-01,2
108822,Sachem,Senzako,9999-01-01,2
108823,Teiji,Litzkow,9999-01-01,2
108825,Kaijung,Danecki,9999-01-01,2
108828,Arup,Denti,9999-01-01,2
108833,Eirik,Milicic,9999-01-01,1
108839,Denis,Felcyn,9999-01-01,2
108841,Otmar,Dayang,9999-01-01,3
108842,Giordano,Heijenga,9999-01-01,1
108845,Randy,Hemaspaandra,9999-01-01,2
108850,Soenke,Honiden,9999-01-01,2
108871,Terresa,Middleton,9999-01-01,2
108884,Basant,Deverell,9999-01-01,2
108911,Shaz,Ramaiah,9999-01-01,2
108935,Heather,Wilharm,9999-01-01,1
108940,Barna,Baumann,9999-01-01,2
108947,Ottavia,Doering,9999-01-01,1
108954,Kellie,Vieri,9999-01-01,1
108963,Sanjiv,Barvinok,9999-01-01,2
108971,Clyde,Feinberg,9999-01-01,2
108977,Otilia,Rettelbach,9999-01-01,1
108985,Masanao,Bressoud,9999-01-01,2
108993,Yongmin,Mitchem,9999-01-01,2
108994,Shahar,Bashian,9999-01-01,1
108997,Arch,Liesche,9999-01-01,2
109010,Shaibal,Yavatkar,9999-01-01,3
109052,Xianlong,McFarlin,9999-01-01,1
109080,Demin,Dratva,9999-01-01,2
109083,Moto,Merel,9999-01-01,1
109090,Mircea,Bale,9999-01-01,2
109097,Maya,Jeong,9999-01-01,2
109111,Dietrich,Veevers,9999-01-01,2
109114,Kwangyoen,Azevdeo,9999-01-01,2
109117,Arnould,Garnier,9999-01-01,2
109125,Adly,Piveteau,9999-01-01,1
109147,Tetsushi,Dengi,9999-01-01,2
109150,Jongsuk,Dayana,9999-01-01,2
109155,Serenella,Gill,9999-01-01,1
109167,Uli,Harllee,9999-01-01,2
109174,Sanjiv,Zschoche,9999-01-01,1
109175,Hatsukazu,Kornyak,9999-01-01,2
109180,Nevin,Rousseau,9999-01-01,1
109181,Rildo,Lally,9999-01-01,2
109189,Billie,Codenie,9999-01-01,2
109193,Garnet,Scharstein,9999-01-01,1
109204,Paris,Ratnakar,9999-01-01,1
109205,Shrikanth,Kuzuoka,9999-01-01,2
109231,Jianwen,Schiper,9999-01-01,2
109261,Marla,Undy,9999-01-01,2
109263,Jessie,Erev,9999-01-01,1
109267,Ziyad,Bardell,9999-01-01,1
109281,Moni,Bahk,9999-01-01,1
109284,Mingdong,Junot,9999-01-01,1
109285,Xudong,Nicolson,9999-01-01,2
109289,Jaewoo,Broomell,9999-01-01,2
109291,Cullen,Theuretzbacher,9999-01-01,2
109294,Udi,Savasere,9999-01-01,1
109306,Isaac,Pietrzykowski,9999-01-01,2
109311,Jianhui,Antonisse,9999-01-01,2
109318,Gift,Brlek,9999-01-01,1
109323,Shuho,Gomatam,9999-01-01,2
109334,Tsutomu,Alameldin,9999-01-01,2
109349,Stevo,Birrer,9999-01-01,1
109356,Carrsten,Puppo,9999-01-01,2
109369,Jenwei,Dymetman,9999-01-01,2
109373,Becky,Pesch,9999-01-01,2
109379,Ramya,Rindone,9999-01-01,1
109380,Kagan,Luan,9999-01-01,2
109389,Kwun,Pramanik,9999-01-01,1
109393,Bodo,Birrer,9999-01-01,2
109400,Arumugam,Borstler,9999-01-01,2
109425,Eric,Hettesheimer,9999-01-01,1
109427,Tremaine,Standera,9999-01-01,2
109436,Sanjit,Kamble,9999-01-01,2
109448,Subhankar,Socorro,9999-01-01,2
109451,Huei,Kropatsch,9999-01-01,2
109465,Shaowei,Furedi,9999-01-01,2
109470,Aram,Moffat,9999-01-01,1
109481,Charmane,Heijenga,9999-01-01,2
109483,Ziya,Schlumberger,9999-01-01,1
109496,Mariusz,Esposito,9999-01-01,2
109506,Divine,Kermarrec,9999-01-01,2
109520,Rasikan,Lorin,9999-01-01,1
109524,Mong,Merle,9999-01-01,1
109528,Srinidhi,Kushnir,9999-01-01,2
109560,Ymte,Hoogerwoord,9999-01-01,1
109561,Radhika,Makinen,9999-01-01,2
109565,Halsur,Kavvadias,9999-01-01,2
109575,Jinxi,Kusalik,9999-01-01,2
109584,Baoqiu,Sewelson,9999-01-01,2
109610,Kotesh,Pelc,9999-01-01,2
109623,Parviz,Aingworth,9999-01-01,1
109642,Aron,Nanard,9999-01-01,2
109643,Faiza,Ratzlaff,9999-01-01,2
109672,Maia,Zhiwei,9999-01-01,1
109675,Peer,McConalogue,9999-01-01,2
109678,Radhia,Onuegbe,9999-01-01,2
109681,Marsal,Ramaiah,9999-01-01,1
109687,Khedija,Gecseg,9999-01-01,1
109696,Poornachandra,Erdmenger,9999-01-01,1
109699,Pintsang,Duclos,9999-01-01,2
109729,Sorina,DiGiano,9999-01-01,2
109730,Mats,Rubsam,9999-01-01,2
109734,Maya,Plessier,9999-01-01,2
109740,Jacqueline,Bahl,9999-01-01,2
109747,Tadahiko,Rullman,9999-01-01,2
109748,Dayanand,Suessmith,9999-01-01,2
109775,Uli,Gill,9999-01-01,2
109787,Shuho,Hebden,9999-01-01,2
109790,Torsten,Ravishankar,9999-01-01,2
109793,Zhanqiu,Oppitz,9999-01-01,2
109795,Francoise,Fujisaki,9999-01-01,2
109799,Bouchung,Stanger,9999-01-01,1
109809,Kazuhide,Cherinka,9999-01-01,2
109811,Eric,Wendorf,9999-01-01,1
109824,Aleksander,Luit,9999-01-01,1
109827,Eckart,Strooper,9999-01-01,1
109837,Qiwen,Kusakari,9999-01-01,2
109851,Heping,Spell,9999-01-01,2
109852,Adel,Kusakabe,9999-01-01,1
109867,Conor,Merle,9999-01-01,2
109878,Goetz,Goldhammer,9999-01-01,1
109885,Mooi,Sessa,9999-01-01,1
109898,Armond,Cardazo,9999-01-01,2
109902,Kersti,Terlouw,9999-01-01,2
109915,Abdelghani,Cannane,9999-01-01,1
109938,Kinh,Isard,9999-01-01,2
109949,Gian,Chinal,9999-01-01,2
109951,Nahla,Pell,9999-01-01,1
109966,Khatoun,Valette,9999-01-01,2
109970,Irene,Masaki,9999-01-01,2
109990,Rosalie,Parfitt,9999-01-01,2
109991,Jinxi,Reistad,9999-01-01,2
109996,Dines,Gelosh,9999-01-01,1
109997,Miquel,Borovoy,9999-01-01,2
109998,Mizuhito,Heping,9999-01-01,1
110183,Shirish,Ossenbruggen,9999-01-01,2
110386,Shem,Kieras,9999-01-01,3
111133,Hauke,Zhang,9999-01-01,2
111534,Hilary,Kambil,9999-01-01,2
111692,Tonny,Butterworth,9999-01-01,2
200008,Zeydy,Hutter,9999-01-01,2
200030,LiMin,Schonegge,9999-01-01,1
200047,Charlene,Miculan,9999-01-01,1
200048,Ronghao,Remmele,9999-01-01,1
200050,Kensyu,Thorelli,9999-01-01,2
200054,Rildo,Cronan,9999-01-01,2
200069,Chuanyi,Maraist,9999-01-01,2
200070,Yurii,Sury,9999-01-01,2
200071,Karsten,Boyle,9999-01-01,2
200074,Muzhong,Birjandi,9999-01-01,2
200079,Candida,Riefers,9999-01-01,2
200089,Sampalli,Kuhnemann,9999-01-01,2
200108,Abdelwaheb,Chvatal,9999-01-01,2
200116,Eben,Nivat,9999-01-01,2
200148,Sajjan,Schapire,9999-01-01,1
200166,Huan,Feldmann,9999-01-01,1
200171,Hilari,Gyorkos,9999-01-01,1
200185,Fay,Standera,9999-01-01,1
200196,Xuejia,Akazan,9999-01-01,2
200202,Maria,Radwan,9999-01-01,1
200212,Erez,Suomi,9999-01-01,2
200216,Jianhua,Merey,9999-01-01,1
200221,Hinrich,Marquardt,9999-01-01,2
200247,Chaoyi,Beznosov,9999-01-01,1
200251,King,Vasanthakumar,9999-01-01,1
200256,Greger,Hockney,9999-01-01,1
200260,Tse,Radivojevic,9999-01-01,1
200264,Barna,Cusworth,9999-01-01,2
200274,Heekeun,England,9999-01-01,2
200289,Thodoros,Schurmann,9999-01-01,2
200317,Aleksandar,Angel,9999-01-01,1
200324,Masamitsu,McDermid,9999-01-01,1
200332,Feipei,Goldhammer,9999-01-01,1
200333,Honesty,Kruskal,9999-01-01,2
200334,Basem,Bojadziev,9999-01-01,1
200342,Ger,Goldhammer,9999-01-01,2
200348,Abdulla,Back,9999-01-01,2
200352,Yucel,Jansen,9999-01-01,2
200365,Shiv,Tramer,9999-01-01,1
200368,Yuichiro,Kornyak,9999-01-01,1
200370,Rafail,Trumbly,9999-01-01,2
200380,Foong,Kriebel,9999-01-01,2
200382,Mansur,Pauthner,9999-01-01,2
200399,Hairong,Krohn,9999-01-01,2
200400,Goo,Negoita,9999-01-01,2
200433,Gilbert,Bolotov,9999-01-01,2
200434,Mabry,Boguraev,9999-01-01,1
200443,Goh,Einsfeld,9999-01-01,2
200455,Aksel,Businaro,9999-01-01,1
200476,Vishwani,Frezza,9999-01-01,2
200486,Vidar,Junet,9999-01-01,2
200491,Chinhyun,Bain,9999-01-01,2
200492,Mizuhito,Leonhardt,9999-01-01,1
200499,Rafail,Bultermann,9999-01-01,1
200503,Kersti,Schapire,9999-01-01,2
200511,Duke,Gilg,9999-01-01,1
200512,Christophe,Engberts,9999-01-01,2
200526,Divine,Czaja,9999-01-01,1
200564,Elrique,Kenevan,9999-01-01,1
200575,Izaskun,Kuzuoka,9999-01-01,2
200586,Geraldo,Beznosov,9999-01-01,2
200601,Susuma,Lindqvist,9999-01-01,2
200605,Serenella,Rikino,9999-01-01,1
200612,Dannz,Veevers,9999-01-01,2
200618,Berna,Panienski,9999-01-01,1
200645,Chuanyi,Guardalben,9999-01-01,1
200658,Nathan,Gire,9999-01-01,1
200666,Weicheng,Dusink,9999-01-01,2
200687,Berto,Stassinopoulos,9999-01-01,1
200695,Geraldo,Zongker,9999-01-01,2
200700,Krister,Ducloy,9999-01-01,2
200702,Mary,Eldridge,9999-01-01,2
200714,JoAnne,Sudbeck,9999-01-01,2
200715,Gretta,Schwabacher,9999-01-01,2
200716,Bodh,Billingsley,9999-01-01,1
200722,Nahla,Delgrande,9999-01-01,2
200743,Annemarie,Roohalamini,9999-01-01,2
200749,Terresa,Haraldson,9999-01-01,1
200750,Jeane,Kusakabe,9999-01-01,2
200752,Hausi,Wiegley,9999-01-01,2
200768,Minghong,Schmittgen,9999-01-01,2
200776,Sigeru,Merlo,9999-01-01,2
200785,Aemilian,Schlenzig,9999-01-01,1
200797,Pragnesh,Kilgore,9999-01-01,2
200798,Godehard,Kossowski,9999-01-01,2
200801,Tomokazu,Chorvat,9999-01-01,2
200809,Arvin,Basawa,9999-01-01,2
200814,Shai,Hegner,9999-01-01,1
200864,Arco,Bhattacharjee,9999-01-01,1
200880,Francesca,Matheson,9999-01-01,1
200904,Ziva,Cincotta,9999-01-01,1
200906,Pradeep,Kusakari,9999-01-01,1
200909,Neven,Krogh,9999-01-01,2
200951,Shalesh,Brender,9999-01-01,2
200953,Tadahiro,Lagarias,9999-01-01,2
200954,Bojan,Garnier,9999-01-01,2
200956,Alassane,Kadhim,9999-01-01,2
200958,Khatoun,Rabehasaina,9999-01-01,1
200959,Dhritiman,Speek,9999-01-01,2
200962,Goh,Melter,9999-01-01,1
200984,Niranjan,Picht,9999-01-01,2
200985,Shichao,Gecseg,9999-01-01,2
200999,Ger,Streng,9999-01-01,2
201014,Geoff,Siprelle,9999-01-01,2
201034,Ioana,Montemayor,9999-01-01,2
201089,Felicidad,Luon,9999-01-01,1
201092,Alejandro,Hedayat,9999-01-01,1
201094,Martial,Passafiume,9999-01-01,1
201098,Laurentiu,Kushner,9999-01-01,1
201104,Taegyun,Sadowski,9999-01-01,2
201122,Kristen,Camarinopoulos,9999-01-01,1
201126,Jaewoo,Kitsuregawa,9999-01-01,2
201127,Parke,Reeker,9999-01-01,2
201132,Tadahiko,Showalter,9999-01-01,2
201135,Shaw,Jahnichen,9999-01-01,2
201141,Jiafu,Zielinski,9999-01-01,2
201150,Chaosheng,Miculan,9999-01-01,1
201157,Jasminko,Fontan,9999-01-01,1
